Protein A,Protein B,Method,Publication,Taxid A,Taxid B,Interaction type,Source DB,Interaction identifier,Confidence,Protein A DB,Protein B DB,Taxname A,Taxname B
P29590-3,P04489,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:16501113|mint:MINT-5218374|doi:10.1128/JVI.80.6.3042-3049.2006,9606,28285,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8099261|mint:MINT-2793702,intact-miscore:0.56,uniprotkb,uniprotkb,Human adenovirus 5,Human adenovirus 5
P29590-3,P04489,"psi-mi:""MI:0428""(imaging technique)",pubmed:16501113|mint:MINT-5218374|doi:10.1128/JVI.80.6.3042-3049.2006,9606,28285,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0471""(MINT)",intact:EBI-8099351|mint:MINT-2793792,intact-miscore:0.56,uniprotkb,uniprotkb,Human adenovirus 5,Human adenovirus 5
P29590-3,P04489,"psi-mi:""MI:0428""(imaging technique)",pubmed:16501113|mint:MINT-5218374|doi:10.1128/JVI.80.6.3042-3049.2006,9606,28285,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0471""(MINT)",intact:EBI-8099391|mint:MINT-2793825,intact-miscore:0.56,uniprotkb,uniprotkb,Human adenovirus 5,Human adenovirus 5
P17980,P03255-2,"psi-mi:""MI:0096""(pull down)",pubmed:16763564|imex:IM-11269|mint:MINT-5218720,9606,28285,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8544250|mint:MINT-2793930|imex:IM-11269-6,intact-miscore:0.40,uniprotkb,uniprotkb,Human adenovirus 5,Human adenovirus 5
Q9H204,P03255,"psi-mi:""MI:0096""(pull down)",pubmed:16763564|imex:IM-11269|mint:MINT-5218720,9606,28285,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8544333|mint:MINT-2793991|imex:IM-11269-8,intact-miscore:0.40,uniprotkb,uniprotkb,Human adenovirus 5,Human adenovirus 5
P62195,P03255-1,"psi-mi:""MI:0096""(pull down)",pubmed:16763564|imex:IM-11269|mint:MINT-5218720,9606,28285,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8544282|mint:MINT-2793952|imex:IM-11269-4,intact-miscore:0.52,uniprotkb,uniprotkb,Human adenovirus 5,Human adenovirus 5
P62195,P03255-2,"psi-mi:""MI:0096""(pull down)",pubmed:16763564|imex:IM-11269|mint:MINT-5218720,9606,28285,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8544389|mint:MINT-2794619|imex:IM-11269-3,intact-miscore:0.40,uniprotkb,uniprotkb,Human adenovirus 5,Human adenovirus 5
Q9H204,P03255,"psi-mi:""MI:0096""(pull down)",pubmed:16763564|imex:IM-11269|mint:MINT-5218720,9606,28285,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8544493|mint:MINT-2794725|imex:IM-11269-7,intact-miscore:0.40,uniprotkb,uniprotkb,Human adenovirus 5,Human adenovirus 5
P17980,P03255-1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:16763564|imex:IM-11269|mint:MINT-5218720,9606,28285,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8544549|mint:MINT-2794042|imex:IM-11269-12,intact-miscore:0.52,uniprotkb,uniprotkb,Human adenovirus 5,Human adenovirus 5
P62195,P03255-1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:16763564|imex:IM-11269|mint:MINT-5218720,9606,28285,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8544525|mint:MINT-2794006|imex:IM-11269-11,intact-miscore:0.52,uniprotkb,uniprotkb,Human adenovirus 5,Human adenovirus 5
Q15554,P03211,"psi-mi:""MI:0096""(pull down)",mint:MINT-5218770|pubmed:16799465|imex:IM-10805,9606,10377,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8556260|mint:MINT-2831927|imex:IM-10805-7,intact-miscore:0.52,uniprotkb,uniprotkb,Human herpesvirus 4 strain B95-8,Human herpesvirus 4 strain B95-8
Q13416,P03211,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",mint:MINT-5218770|pubmed:16799465|imex:IM-10805,9606,10377,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8556409|mint:MINT-2831704|imex:IM-10805-1,intact-miscore:0.66,uniprotkb,uniprotkb,Human herpesvirus 4 strain B95-8,Human herpesvirus 4 strain B95-8
P10826-2,P03255,"psi-mi:""MI:0096""(pull down)",mint:MINT-5220419|pubmed:7565739,9606,28285,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8583271|mint:MINT-2980686,intact-miscore:0.52,uniprotkb,uniprotkb,Human adenovirus 5,Human adenovirus 5
P10826-2,P03255,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",mint:MINT-5220419|pubmed:7565739,9606,28285,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-8583315|mint:MINT-2767859,intact-miscore:0.52,uniprotkb,uniprotkb,Human adenovirus 5,Human adenovirus 5
P10644,P03259-2,"psi-mi:""MI:0018""(two hybrid)",pubmed:11414803|mint:MINT-5214179,9606,28282,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7873134|mint:MINT-2782902,intact-miscore:0.64,uniprotkb,uniprotkb,Human adenovirus 12,Human adenovirus 12
P10644,P03259-2,"psi-mi:""MI:0096""(pull down)",pubmed:11414803|mint:MINT-5214179,9606,28282,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7873455|mint:MINT-2781998,intact-miscore:0.64,uniprotkb,uniprotkb,Human adenovirus 12,Human adenovirus 12
P10644,P03259-2,"psi-mi:""MI:0096""(pull down)",pubmed:11414803|mint:MINT-5214179,9606,28282,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-7873691|mint:MINT-2983641,intact-miscore:0.64,uniprotkb,uniprotkb,Human adenovirus 12,Human adenovirus 12
P10644,P03259-2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:11414803|mint:MINT-5214179,9606,28282,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7873962|mint:MINT-2784433,intact-miscore:0.64,uniprotkb,uniprotkb,Human adenovirus 12,Human adenovirus 12
P10644,P03259-2,"psi-mi:""MI:0428""(imaging technique)",pubmed:11414803|mint:MINT-5214179,9606,28282,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0471""(MINT)",intact:EBI-7874034|mint:MINT-2785868,intact-miscore:0.64,uniprotkb,uniprotkb,Human adenovirus 12,Human adenovirus 12
Q9Y463,P03255-2,"psi-mi:""MI:0096""(pull down)",pubmed:11251081|mint:MINT-5213710,9606,28285,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7796192|mint:MINT-2790161,intact-miscore:0.40,uniprotkb,uniprotkb,Human adenovirus 5,Human adenovirus 5
Q9Y463,P03255,"psi-mi:""MI:0096""(pull down)",pubmed:11251081|mint:MINT-5213710,9606,28285,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7796156|mint:MINT-2790102,intact-miscore:0.40,uniprotkb,uniprotkb,Human adenovirus 5,Human adenovirus 5
Q8TEJ3,Q90VU7,"psi-mi:""MI:0049""(filter binding)",pubmed:16374509|imex:IM-11039|mint:MINT-5218167,9606,11676,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7975666|mint:MINT-2791999|imex:IM-11039-9,intact-miscore:0.40,uniprotkb,uniprotkb,Human immunodeficiency virus 1,Human immunodeficiency virus 1
Q13546,U5TQE9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:26559832|imex:IM-26041,9606,10298,"psi-mi:""MI:0914""(association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-11894844|imex:IM-26041-7,intact-miscore:0.50,uniprotkb,uniprotkb,Human alphaherpesvirus 1,Human alphaherpesvirus 1
P42224,Q4VW77,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:26889034|imex:IM-25966,9606,10320,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-11896624|imex:IM-25966-1,intact-miscore:0.52,uniprotkb,uniprotkb,Bovine alphaherpesvirus 1,Bovine alphaherpesvirus 1
P42224,Q4VW77,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:26889034|imex:IM-25966,9606,10320,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-11896636|imex:IM-25966-3,intact-miscore:0.52,uniprotkb,uniprotkb,Bovine alphaherpesvirus 1,Bovine alphaherpesvirus 1
Q96HA1,D0UZL9,"psi-mi:""MI:0400""(affinity technology)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14061866|imex:IM-26114-87,intact-miscore:0.40,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
Q7Z7L7,Q76RJ0,"psi-mi:""MI:0400""(affinity technology)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14062008|imex:IM-26114-7,intact-miscore:0.40,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
Q9H6F5,E5LBU3,"psi-mi:""MI:0400""(affinity technology)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14062830|imex:IM-26114-31,intact-miscore:0.40,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
Q96EP0,D0UZN7,"psi-mi:""MI:0400""(affinity technology)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14062914|imex:IM-26114-51,intact-miscore:0.40,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
O14773,E5LBV4,"psi-mi:""MI:0400""(affinity technology)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14063319|imex:IM-26114-93,intact-miscore:0.52,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
P22392,Q76RH1,"psi-mi:""MI:0400""(affinity technology)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14063481|imex:IM-26114-113,intact-miscore:0.40,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
O95249,Q76RG2,"psi-mi:""MI:0400""(affinity technology)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14063990|imex:IM-26114-35,intact-miscore:0.40,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
Q08AD1,O40913,"psi-mi:""MI:0400""(affinity technology)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14064075|imex:IM-26114-77,intact-miscore:0.40,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
Q5JV73,Q76RF5,"psi-mi:""MI:0400""(affinity technology)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14064124|imex:IM-26114-15,intact-miscore:0.40,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
O94766,Q77UU3,"psi-mi:""MI:0400""(affinity technology)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14988898|imex:IM-26114-119,intact-miscore:0.40,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
Q15020,F5HFL9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14032774|imex:IM-26114-121,intact-miscore:0.50,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
Q66LE6,Q76S40,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14032791|imex:IM-26114-161,intact-miscore:0.50,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
P37198,E5LBS6,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14033437|imex:IM-26114-101,intact-miscore:0.50,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
P78406,E5LBS6,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14033446|imex:IM-26114-143,intact-miscore:0.50,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
P52292,E5LBT9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14033450|imex:IM-26114-163,intact-miscore:0.40,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
Q9Y5X1,Q98143,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14033461|imex:IM-26114-41,intact-miscore:0.50,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
P62136,Q76TK5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14033467|imex:IM-26114-21,intact-miscore:0.50,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
P62140,Q76TK5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14033480|imex:IM-26114-103,intact-miscore:0.50,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
P24928,Q98140,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14033486|imex:IM-26114-145,intact-miscore:0.50,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
Q9H6T3,Q98140,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14033497|imex:IM-26114-147,intact-miscore:0.50,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
O14773,E5LBV4,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14033501|imex:IM-26114-123,intact-miscore:0.52,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
P50897,Q76RH3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14033511|imex:IM-26114-43,intact-miscore:0.50,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
P46108,O40931,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14033522|imex:IM-26114-125,intact-miscore:0.50,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
P26358,Q77UV9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14033526|imex:IM-26114-81,intact-miscore:0.50,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
Q15014,Q77UV9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14033532|imex:IM-26114-127,intact-miscore:0.50,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
Q93009,Q77UV9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25544563|imex:IM-26114,9606,37296,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:1335""(HPIDb)",intact:EBI-14033538|imex:IM-26114-83,intact-miscore:0.50,uniprotkb,uniprotkb,Human gammaherpesvirus 8,Human gammaherpesvirus 8
O00629,P04585-PRO_0000042447,"psi-mi:""MI:0096""(pull down)",pubmed:20554775|imex:IM-23326,9606,11706,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0486""(UniProt)",intact:EBI-9872661|imex:IM-23326-1,intact-miscore:0.60,uniprotkb,uniprotkb,HIV-1 M:B_HXB2R,HIV-1 M:B_HXB2R
O00629,P04585-PRO_0000042447,"psi-mi:""MI:0096""(pull down)",pubmed:20554775|imex:IM-23326,9606,11706,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0486""(UniProt)",intact:EBI-9872677|imex:IM-23326-2,intact-miscore:0.60,uniprotkb,uniprotkb,HIV-1 M:B_HXB2R,HIV-1 M:B_HXB2R
O00629,P04585-PRO_0000042447,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:20554775|imex:IM-23326,9606,11706,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0486""(UniProt)",intact:EBI-9872693|imex:IM-23326-3,intact-miscore:0.60,uniprotkb,uniprotkb,HIV-1 M:B_HXB2R,HIV-1 M:B_HXB2R
O00629,P04585-PRO_0000042447,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:20554775|imex:IM-23326,9606,11706,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0486""(UniProt)",intact:EBI-9872719|imex:IM-23326-5,intact-miscore:0.60,uniprotkb,uniprotkb,HIV-1 M:B_HXB2R,HIV-1 M:B_HXB2R
P49790,P03367-PRO_0000042331,"psi-mi:""MI:0027""(cosedimentation)",pubmed:23523133|imex:IM-23256,9606,11686,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0486""(UniProt)",intact:EBI-9872771|imex:IM-23256-2,intact-miscore:0.40,uniprotkb,uniprotkb,Human immunodeficiency virus type 1 (BRU ISOLATE),Human immunodeficiency virus type 1 (BRU ISOLATE)
P52948,P03367-PRO_0000042331,"psi-mi:""MI:0027""(cosedimentation)",pubmed:23523133|imex:IM-23256,9606,11686,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0486""(UniProt)",intact:EBI-9872763|imex:IM-23256-1,intact-miscore:0.40,uniprotkb,uniprotkb,Human immunodeficiency virus type 1 (BRU ISOLATE),Human immunodeficiency virus type 1 (BRU ISOLATE)
O75475,P04585-PRO_0000042447,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:23523133|imex:IM-23256,9606,11706,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0486""(UniProt)",intact:EBI-9873094|imex:IM-23256-3,intact-miscore:0.40,uniprotkb,uniprotkb,HIV-1 M:B_HXB2R,HIV-1 M:B_HXB2R
Q16531,P05928,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",imex:IM-23287|pubmed:17314515,9606,11686,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0486""(UniProt)",intact:EBI-9915420|imex:IM-23287-3,intact-miscore:0.53,uniprotkb,uniprotkb,Human immunodeficiency virus type 1 (BRU ISOLATE),Human immunodeficiency virus type 1 (BRU ISOLATE)
P13051,P05928,"psi-mi:""MI:0018""(two hybrid)",imex:IM-23287|pubmed:17314515,9606,11686,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0486""(UniProt)",intact:EBI-9915647|imex:IM-23287-4,intact-miscore:0.37,uniprotkb,uniprotkb,Human immunodeficiency virus type 1 (BRU ISOLATE),Human immunodeficiency virus type 1 (BRU ISOLATE)
P62937,Q72497,"psi-mi:""MI:0065""(isothermal titration calorimetry)",imex:IM-23285|pubmed:22174692,9606,11676,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0486""(UniProt)",intact:EBI-9943782|imex:IM-23285-2,intact-miscore:0.62,uniprotkb,uniprotkb,Human immunodeficiency virus 1,Human immunodeficiency virus 1
P08962,P04578-PRO_0000038428,"psi-mi:""MI:0813""(proximity ligation assay)",pubmed:25312088|imex:IM-23669,9606,11706,"psi-mi:""MI:2364""(proximity)","psi-mi:""MI:0469""(IntAct)",intact:EBI-10095225|imex:IM-23669-4,intact-miscore:0.50,uniprotkb,uniprotkb,HIV-1 M:B_HXB2R,HIV-1 M:B_HXB2R
P08962,P04578-PRO_0000038428,"psi-mi:""MI:0813""(proximity ligation assay)",pubmed:25312088|imex:IM-23669,9606,11706,"psi-mi:""MI:2364""(proximity)","psi-mi:""MI:0469""(IntAct)",intact:EBI-10053146|imex:IM-23669-2,intact-miscore:0.50,uniprotkb,uniprotkb,HIV-1 M:B_HXB2R,HIV-1 M:B_HXB2R
P52292,P04620,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:9405152|imex:IM-24621,9606,11686,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0486""(UniProt)",intact:EBI-10687115|imex:IM-24621-1,intact-miscore:0.52,uniprotkb,uniprotkb,Human immunodeficiency virus type 1 (BRU ISOLATE),Human immunodeficiency virus type 1 (BRU ISOLATE)
P52292,P04620,"psi-mi:""MI:0096""(pull down)",pubmed:9405152|imex:IM-24621,9606,11686,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0486""(UniProt)",intact:EBI-10687132|imex:IM-24621-2,intact-miscore:0.52,uniprotkb,uniprotkb,Human immunodeficiency virus type 1 (BRU ISOLATE),Human immunodeficiency virus type 1 (BRU ISOLATE)
Q14974,P04620,"psi-mi:""MI:0004""(affinity chromatography technology)",pubmed:9405152|imex:IM-24621,9606,11686,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0486""(UniProt)",intact:EBI-11296570|imex:IM-24621-4,intact-miscore:0.58,uniprotkb,uniprotkb,Human immunodeficiency virus type 1 (BRU ISOLATE),Human immunodeficiency virus type 1 (BRU ISOLATE)
P61221,P03347-1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:16275648|imex:IM-24016,9606,11678,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0486""(UniProt)",intact:EBI-10687803|imex:IM-24016-7,intact-miscore:0.59,uniprotkb,uniprotkb,Human immunodeficiency virus type 1 BH10,Human immunodeficiency virus type 1 BH10
