Protein A,Protein B,Method,Publication,Taxid A,Taxid B,Interaction type,Source DB,Interaction identifier,Confidence,Protein A DB,Protein B DB,Taxname A,Taxname B
O75044,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7195577|mint:MINT-3307383,intact-miscore:0.56,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,Q5PRF9,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7195593|mint:MINT-3307403,intact-miscore:0.69,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P55072,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7195624|mint:MINT-3307456,intact-miscore:0.57,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9Y224,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7195640|mint:MINT-3307487,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P55327,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7195656|mint:MINT-3307546,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q96HR9,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7195692|mint:MINT-3307638,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O75592,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7195708|mint:MINT-3307735,intact-miscore:0.56,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P25205,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7195739|mint:MINT-3307756,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,Q13625,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7195756|mint:MINT-3307783,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O00750,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7195807|mint:MINT-3307813,intact-miscore:0.56,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P42345,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7195838|mint:MINT-3307838,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P78527-2,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7195912|mint:MINT-3307982,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,O96013,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7195948|mint:MINT-3308034,intact-miscore:0.86,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,Q9Y4G8,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7195964|mint:MINT-3308059,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P47736,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7195995|mint:MINT-3308267,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q6DD88,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196011|mint:MINT-3308328,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,O43813,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196027|mint:MINT-3308377,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,Q7Z6B7,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196078|mint:MINT-3308436,intact-miscore:0.56,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P55196,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196094|mint:MINT-3308521,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q12802,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196110|mint:MINT-3308555,intact-miscore:0.56,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P31150,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196141|mint:MINT-3308599,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,Q15041,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196157|mint:MINT-3308639,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q86W92-2,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196186|mint:MINT-3308685,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P49815,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196237|mint:MINT-3317863,intact-miscore:0.90,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q96B36,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196254|mint:MINT-3317888,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P26045,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196270|mint:MINT-3317913,intact-miscore:0.76,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9P0V3,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196302|mint:MINT-3317972,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q99460,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196338|mint:MINT-3317988,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P49720,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196354|mint:MINT-3318015,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q96PU5-5,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196386|mint:MINT-3318080,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O96009,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196442|mint:MINT-3318098,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P40818,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196458|mint:MINT-3318133,intact-miscore:0.77,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,Q86VP6,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196489|mint:MINT-3318149,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P22314,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196525|mint:MINT-3318217,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,Q16531,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196542|mint:MINT-3318234,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O60921,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196559|mint:MINT-3318251,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P51572,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196590|mint:MINT-3318267,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q6AWC2,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196606|mint:MINT-3318285,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P27708,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196622|mint:MINT-3318321,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9UQL6,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196654|mint:MINT-3318337,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P49643,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196788|mint:MINT-3318368,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P26599,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196830|mint:MINT-3318428,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,Q00839,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196847|mint:MINT-3318458,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,Q9NPI6,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196917|mint:MINT-3318488,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,Q92900-2,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7196933|mint:MINT-3318504,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q08211,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197007|mint:MINT-3318520,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P62906,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197039|mint:MINT-3318536,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q15393,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197055|mint:MINT-3318553,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9UQ35,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197072|mint:MINT-3318572,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P26640,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197103|mint:MINT-3318588,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P41252,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197119|mint:MINT-3318610,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,Q9P2J5,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197156|mint:MINT-3318628,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P49588,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197172|mint:MINT-3318644,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O60573,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197203|mint:MINT-3318660,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,Q14152,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197219|mint:MINT-3318676,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P60842,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197315|mint:MINT-3318692,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q6P597,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197409|mint:MINT-3318724,intact-miscore:0.56,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q86YZ3,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197445|mint:MINT-3318772,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P21333,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197461|mint:MINT-3318808,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9P2M7,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197492|mint:MINT-3318838,intact-miscore:0.56,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q09666,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197508|mint:MINT-3318854,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P15924,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197524|mint:MINT-3318871,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P15311,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197540|mint:MINT-3318887,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q13813,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197572|mint:MINT-3318904,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q01082,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197608|mint:MINT-3318920,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P18206,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197624|mint:MINT-3318937,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,O43707,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197640|mint:MINT-3318960,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P18669,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197673|mint:MINT-3318976,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P00558,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197689|mint:MINT-3319004,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,O14975,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197705|mint:MINT-3319021,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q8TE04,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197789|mint:MINT-3319068,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,Q9BZ23,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197805|mint:MINT-3319127,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P00966,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197836|mint:MINT-3319181,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,Q8N142,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197852|mint:MINT-3319198,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P32929,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197868|mint:MINT-3319239,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P02786,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197899|mint:MINT-3319281,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P50991,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197952|mint:MINT-3319297,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P38646,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7197984|mint:MINT-3319320,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P11142,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7198020|mint:MINT-3319337,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P07237,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7198037|mint:MINT-3319377,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q02790,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7198054|mint:MINT-3319393,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P34932,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7198070|mint:MINT-3319394,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q5CAQ5,P63104,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7198118|mint:MINT-3319426,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P63104,P52294,"psi-mi:""MI:0096""(pull down)",pubmed:15161933|mint:MINT-5217040,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7198151|mint:MINT-3319609,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
